Postcode,SOS_Code,SOS_Name,SOS_Category,Urban_Rural
3049,20,Major Urban,0.0,Urban
3051,20,Major Urban,0.0,Urban
3052,20,Major Urban,0.0,Urban
3053,20,Major Urban,0.0,Urban
3054,20,Major Urban,0.0,Urban
3055,20,Major Urban,0.0,Urban
3056,20,Major Urban,0.0,Urban
3057,20,Major Urban,0.0,Urban
3058,20,Major Urban,0.0,Urban
3059,20,Major Urban,0.0,Urban
3060,20,Major Urban,0.0,Urban
3061,20,Major Urban,0.0,Urban
3062,20,Major Urban,0.0,Urban
3063,23,Rural Balance,3.0,Rural
3064,20,Major Urban,0.0,Urban
3065,20,Major Urban,0.0,Urban
3066,20,Major Urban,0.0,Urban
3067,20,Major Urban,0.0,Urban
3068,20,Major Urban,0.0,Urban
3070,20,Major Urban,0.0,Urban
3071,20,Major Urban,0.0,Urban
3072,20,Major Urban,0.0,Urban
3073,20,Major Urban,0.0,Urban
3074,20,Major Urban,0.0,Urban
3075,20,Major Urban,0.0,Urban
3076,20,Major Urban,0.0,Urban
3078,20,Major Urban,0.0,Urban
3079,20,Major Urban,0.0,Urban
3081,20,Major Urban,0.0,Urban
3082,20,Major Urban,0.0,Urban
3083,20,Major Urban,0.0,Urban
3084,20,Major Urban,0.0,Urban
3085,20,Major Urban,0.0,Urban
3087,20,Major Urban,0.0,Urban
3088,20,Major Urban,0.0,Urban
3089,20,Major Urban,0.0,Urban
3090,20,Major Urban,0.0,Urban
3091,20,Major Urban,0.0,Urban
3093,20,Major Urban,0.0,Urban
3094,20,Major Urban,0.0,Urban
3095,20,Major Urban,0.0,Urban
3096,20,Major Urban,0.0,Urban
3097,23,Rural Balance,3.0,Rural
3099,23,Rural Balance,3.0,Rural
3101,20,Major Urban,0.0,Urban
3102,20,Major Urban,0.0,Urban
3103,20,Major Urban,0.0,Urban
3104,20,Major Urban,0.0,Urban
3105,20,Major Urban,0.0,Urban
3106,20,Major Urban,0.0,Urban
3107,20,Major Urban,0.0,Urban
3108,20,Major Urban,0.0,Urban
3109,20,Major Urban,0.0,Urban
3111,20,Major Urban,0.0,Urban
3113,20,Major Urban,0.0,Urban
3114,20,Major Urban,0.0,Urban
3115,21,Other Urban,1.0,Urban
3116,23,Rural Balance,3.0,Rural
3121,20,Major Urban,0.0,Urban
3122,20,Major Urban,0.0,Urban
3123,20,Major Urban,0.0,Urban
3124,20,Major Urban,0.0,Urban
3125,20,Major Urban,0.0,Urban
3126,20,Major Urban,0.0,Urban
3127,20,Major Urban,0.0,Urban
3128,20,Major Urban,0.0,Urban
3129,20,Major Urban,0.0,Urban
3130,20,Major Urban,0.0,Urban
3131,20,Major Urban,0.0,Urban
3132,20,Major Urban,0.0,Urban
3133,20,Major Urban,0.0,Urban
3134,20,Major Urban,0.0,Urban
3135,20,Major Urban,0.0,Urban
3136,20,Major Urban,0.0,Urban
3137,20,Major Urban,0.0,Urban
3138,20,Major Urban,0.0,Urban
3139,23,Rural Balance,3.0,Rural
3140,20,Major Urban,0.0,Urban
3141,20,Major Urban,0.0,Urban
3142,20,Major Urban,0.0,Urban
3143,20,Major Urban,0.0,Urban
3144,20,Major Urban,0.0,Urban
3145,20,Major Urban,0.0,Urban
3146,20,Major Urban,0.0,Urban
3147,20,Major Urban,0.0,Urban
3148,20,Major Urban,0.0,Urban
3149,20,Major Urban,0.0,Urban
3150,20,Major Urban,0.0,Urban
3151,20,Major Urban,0.0,Urban
3152,20,Major Urban,0.0,Urban
3153,20,Major Urban,0.0,Urban
3154,20,Major Urban,0.0,Urban
3155,20,Major Urban,0.0,Urban
3156,23,Rural Balance,3.0,Rural
3158,20,Major Urban,0.0,Urban
3159,20,Major Urban,0.0,Urban
3160,20,Major Urban,0.0,Urban
3161,20,Major Urban,0.0,Urban
3162,20,Major Urban,0.0,Urban
3163,20,Major Urban,0.0,Urban
3165,20,Major Urban,0.0,Urban
3166,20,Major Urban,0.0,Urban
3167,20,Major Urban,0.0,Urban
3168,20,Major Urban,0.0,Urban
3169,20,Major Urban,0.0,Urban
3170,20,Major Urban,0.0,Urban
3171,20,Major Urban,0.0,Urban
3172,20,Major Urban,0.0,Urban
3173,20,Major Urban,0.0,Urban
3174,20,Major Urban,0.0,Urban
3175,20,Major Urban,0.0,Urban
3177,20,Major Urban,0.0,Urban
3178,20,Major Urban,0.0,Urban
3179,20,Major Urban,0.0,Urban
3180,20,Major Urban,0.0,Urban
3181,20,Major Urban,0.0,Urban
3182,20,Major Urban,0.0,Urban
3183,20,Major Urban,0.0,Urban
3184,20,Major Urban,0.0,Urban
3185,20,Major Urban,0.0,Urban
3186,20,Major Urban,0.0,Urban
3187,20,Major Urban,0.0,Urban
3188,20,Major Urban,0.0,Urban
3189,20,Major Urban,0.0,Urban
3190,20,Major Urban,0.0,Urban
3191,20,Major Urban,0.0,Urban
3192,20,Major Urban,0.0,Urban
3193,20,Major Urban,0.0,Urban
3194,20,Major Urban,0.0,Urban
3195,20,Major Urban,0.0,Urban
3196,20,Major Urban,0.0,Urban
3197,20,Major Urban,0.0,Urban
3198,20,Major Urban,0.0,Urban
3199,20,Major Urban,0.0,Urban
3200,20,Major Urban,0.0,Urban
3201,20,Major Urban,0.0,Urban
3202,20,Major Urban,0.0,Urban
3204,20,Major Urban,0.0,Urban
3205,20,Major Urban,0.0,Urban
3206,20,Major Urban,0.0,Urban
3207,20,Major Urban,0.0,Urban
3211,23,Rural Balance,3.0,Rural
3212,23,Rural Balance,3.0,Rural
3213,23,Rural Balance,3.0,Rural
3214,20,Major Urban,0.0,Urban
3215,20,Major Urban,0.0,Urban
3216,20,Major Urban,0.0,Urban
3217,23,Rural Balance,3.0,Rural
3218,23,Rural Balance,3.0,Rural
3219,20,Major Urban,0.0,Urban
3220,20,Major Urban,0.0,Urban
3221,23,Rural Balance,3.0,Rural
3222,21,Other Urban,1.0,Urban
3223,23,Rural Balance,3.0,Rural
3224,23,Rural Balance,3.0,Rural
3225,23,Rural Balance,3.0,Rural
3226,21,Other Urban,1.0,Urban
3227,23,Rural Balance,3.0,Rural
3228,23,Rural Balance,3.0,Rural
3230,23,Rural Balance,3.0,Rural
3231,23,Rural Balance,3.0,Rural
3232,23,Rural Balance,3.0,Rural
3233,23,Rural Balance,3.0,Rural
3234,23,Rural Balance,3.0,Rural
3235,23,Rural Balance,3.0,Rural
3236,23,Rural Balance,3.0,Rural
3237,23,Rural Balance,3.0,Rural
3238,23,Rural Balance,3.0,Rural
3239,23,Rural Balance,3.0,Rural
3240,23,Rural Balance,3.0,Rural
3241,23,Rural Balance,3.0,Rural
3242,23,Rural Balance,3.0,Rural
3243,23,Rural Balance,3.0,Rural
3249,23,Rural Balance,3.0,Rural
3250,21,Other Urban,1.0,Urban
3251,23,Rural Balance,3.0,Rural
3254,23,Rural Balance,3.0,Rural
3260,23,Rural Balance,3.0,Rural
3264,23,Rural Balance,3.0,Rural
3265,23,Rural Balance,3.0,Rural
3266,23,Rural Balance,3.0,Rural
3267,23,Rural Balance,3.0,Rural
3268,23,Rural Balance,3.0,Rural
3269,23,Rural Balance,3.0,Rural
3270,23,Rural Balance,3.0,Rural
3271,23,Rural Balance,3.0,Rural
3272,23,Rural Balance,3.0,Rural
3273,23,Rural Balance,3.0,Rural
3274,23,Rural Balance,3.0,Rural
3275,23,Rural Balance,3.0,Rural
3276,23,Rural Balance,3.0,Rural
3277,23,Rural Balance,3.0,Rural
3278,23,Rural Balance,3.0,Rural
3279,23,Rural Balance,3.0,Rural
3280,21,Other Urban,1.0,Urban
3281,23,Rural Balance,3.0,Rural
3282,23,Rural Balance,3.0,Rural
3283,23,Rural Balance,3.0,Rural
3284,23,Rural Balance,3.0,Rural
3285,23,Rural Balance,3.0,Rural
3286,23,Rural Balance,3.0,Rural
3287,23,Rural Balance,3.0,Rural
3289,23,Rural Balance,3.0,Rural
3292,23,Rural Balance,3.0,Rural
3293,23,Rural Balance,3.0,Rural
3294,23,Rural Balance,3.0,Rural
3300,23,Rural Balance,3.0,Rural
3301,23,Rural Balance,3.0,Rural
3302,23,Rural Balance,3.0,Rural
3303,23,Rural Balance,3.0,Rural
3304,23,Rural Balance,3.0,Rural
3305,23,Rural Balance,3.0,Rural
3309,23,Rural Balance,3.0,Rural
3310,23,Rural Balance,3.0,Rural
3311,23,Rural Balance,3.0,Rural
3312,23,Rural Balance,3.0,Rural
3314,23,Rural Balance,3.0,Rural
3315,23,Rural Balance,3.0,Rural
3317,23,Rural Balance,3.0,Rural
3318,22,Bounded Locality,2.0,Rural
3319,23,Rural Balance,3.0,Rural
3321,23,Rural Balance,3.0,Rural
3322,23,Rural Balance,3.0,Rural
3323,23,Rural Balance,3.0,Rural
3324,23,Rural Balance,3.0,Rural
3325,23,Rural Balance,3.0,Rural
3328,21,Other Urban,1.0,Urban
3329,23,Rural Balance,3.0,Rural
3330,23,Rural Balance,3.0,Rural
3331,23,Rural Balance,3.0,Rural
3332,23,Rural Balance,3.0,Rural
3333,23,Rural Balance,3.0,Rural
3334,23,Rural Balance,3.0,Rural
3335,23,Rural Balance,3.0,Rural
3336,20,Major Urban,0.0,Urban
3337,23,Rural Balance,3.0,Rural
3338,23,Rural Balance,3.0,Rural
3340,23,Rural Balance,3.0,Rural
3341,23,Rural Balance,3.0,Rural
3342,23,Rural Balance,3.0,Rural
3345,23,Rural Balance,3.0,Rural
3350,20,Major Urban,0.0,Urban
3351,23,Rural Balance,3.0,Rural
3352,23,Rural Balance,3.0,Rural
3355,20,Major Urban,0.0,Urban
3356,20,Major Urban,0.0,Urban
3357,23,Rural Balance,3.0,Rural
3358,20,Major Urban,0.0,Urban
3360,23,Rural Balance,3.0,Rural
3361,23,Rural Balance,3.0,Rural
3363,23,Rural Balance,3.0,Rural
3364,23,Rural Balance,3.0,Rural
3370,23,Rural Balance,3.0,Rural
3371,23,Rural Balance,3.0,Rural
3373,23,Rural Balance,3.0,Rural
3374,23,Rural Balance,3.0,Rural
3375,23,Rural Balance,3.0,Rural
3377,21,Other Urban,1.0,Urban
3378,23,Rural Balance,3.0,Rural
3379,23,Rural Balance,3.0,Rural
3380,21,Other Urban,1.0,Urban
3381,23,Rural Balance,3.0,Rural
3384,23,Rural Balance,3.0,Rural
3385,23,Rural Balance,3.0,Rural
3387,23,Rural Balance,3.0,Rural
3388,23,Rural Balance,3.0,Rural
3390,23,Rural Balance,3.0,Rural
3391,23,Rural Balance,3.0,Rural
3392,23,Rural Balance,3.0,Rural
3393,23,Rural Balance,3.0,Rural
3395,23,Rural Balance,3.0,Rural
3396,23,Rural Balance,3.0,Rural
3400,21,Other Urban,1.0,Urban
3401,23,Rural Balance,3.0,Rural
3407,23,Rural Balance,3.0,Rural
3409,23,Rural Balance,3.0,Rural
3412,23,Rural Balance,3.0,Rural
3413,23,Rural Balance,3.0,Rural
3414,23,Rural Balance,3.0,Rural
3415,23,Rural Balance,3.0,Rural
3418,23,Rural Balance,3.0,Rural
3419,23,Rural Balance,3.0,Rural
3420,23,Rural Balance,3.0,Rural
3423,23,Rural Balance,3.0,Rural
3424,23,Rural Balance,3.0,Rural
3427,21,Other Urban,1.0,Urban
3428,23,Rural Balance,3.0,Rural
3429,23,Rural Balance,3.0,Rural
3430,23,Rural Balance,3.0,Rural
3431,21,Other Urban,1.0,Urban
3432,23,Rural Balance,3.0,Rural
3433,23,Rural Balance,3.0,Rural
3434,21,Other Urban,1.0,Urban
3435,23,Rural Balance,3.0,Rural
3437,23,Rural Balance,3.0,Rural
3438,23,Rural Balance,3.0,Rural
3440,21,Other Urban,1.0,Urban
3441,21,Other Urban,1.0,Urban
3442,23,Rural Balance,3.0,Rural
3444,23,Rural Balance,3.0,Rural
3446,23,Rural Balance,3.0,Rural
3447,23,Rural Balance,3.0,Rural
3448,23,Rural Balance,3.0,Rural
3450,21,Other Urban,1.0,Urban
3451,23,Rural Balance,3.0,Rural
3453,23,Rural Balance,3.0,Rural
3458,23,Rural Balance,3.0,Rural
3460,21,Other Urban,1.0,Urban
3461,23,Rural Balance,3.0,Rural
3462,22,Bounded Locality,2.0,Rural
3463,23,Rural Balance,3.0,Rural
3464,23,Rural Balance,3.0,Rural
3465,23,Rural Balance,3.0,Rural
3467,23,Rural Balance,3.0,Rural
3468,23,Rural Balance,3.0,Rural
3469,23,Rural Balance,3.0,Rural
3472,23,Rural Balance,3.0,Rural
3475,23,Rural Balance,3.0,Rural
3477,23,Rural Balance,3.0,Rural
3478,23,Rural Balance,3.0,Rural
3480,23,Rural Balance,3.0,Rural
3482,23,Rural Balance,3.0,Rural
3483,23,Rural Balance,3.0,Rural
3485,23,Rural Balance,3.0,Rural
3487,23,Rural Balance,3.0,Rural
3488,23,Rural Balance,3.0,Rural
3489,23,Rural Balance,3.0,Rural
3490,23,Rural Balance,3.0,Rural
3491,23,Rural Balance,3.0,Rural
3494,23,Rural Balance,3.0,Rural
3496,23,Rural Balance,3.0,Rural
3498,23,Rural Balance,3.0,Rural
3500,21,Other Urban,1.0,Urban
3501,23,Rural Balance,3.0,Rural
3505,23,Rural Balance,3.0,Rural
3506,23,Rural Balance,3.0,Rural
3507,23,Rural Balance,3.0,Rural
3509,23,Rural Balance,3.0,Rural
3512,23,Rural Balance,3.0,Rural
3515,23,Rural Balance,3.0,Rural
3516,23,Rural Balance,3.0,Rural
3517,23,Rural Balance,3.0,Rural
3518,23,Rural Balance,3.0,Rural
3520,23,Rural Balance,3.0,Rural
3521,22,Bounded Locality,2.0,Rural
3522,23,Rural Balance,3.0,Rural
3523,23,Rural Balance,3.0,Rural
3525,23,Rural Balance,3.0,Rural
3527,23,Rural Balance,3.0,Rural
3529,23,Rural Balance,3.0,Rural
3530,23,Rural Balance,3.0,Rural
3531,23,Rural Balance,3.0,Rural
3533,23,Rural Balance,3.0,Rural
3537,23,Rural Balance,3.0,Rural
3540,23,Rural Balance,3.0,Rural
3542,23,Rural Balance,3.0,Rural
3544,23,Rural Balance,3.0,Rural
3546,23,Rural Balance,3.0,Rural
3549,23,Rural Balance,3.0,Rural
3550,20,Major Urban,0.0,Urban
3551,20,Major Urban,0.0,Urban
3555,20,Major Urban,0.0,Urban
3556,23,Rural Balance,3.0,Rural
3557,23,Rural Balance,3.0,Rural
3558,22,Bounded Locality,2.0,Rural
3559,23,Rural Balance,3.0,Rural
3561,23,Rural Balance,3.0,Rural
3562,23,Rural Balance,3.0,Rural
3563,23,Rural Balance,3.0,Rural
3564,23,Rural Balance,3.0,Rural
3565,23,Rural Balance,3.0,Rural
3566,23,Rural Balance,3.0,Rural
3567,23,Rural Balance,3.0,Rural
3568,23,Rural Balance,3.0,Rural
3570,23,Rural Balance,3.0,Rural
3571,23,Rural Balance,3.0,Rural
3572,23,Rural Balance,3.0,Rural
3573,23,Rural Balance,3.0,Rural
3575,23,Rural Balance,3.0,Rural
3576,23,Rural Balance,3.0,Rural
3579,23,Rural Balance,3.0,Rural
3580,23,Rural Balance,3.0,Rural
3581,23,Rural Balance,3.0,Rural
3583,23,Rural Balance,3.0,Rural
3584,23,Rural Balance,3.0,Rural
3585,23,Rural Balance,3.0,Rural
3586,21,Other Urban,1.0,Urban
3588,23,Rural Balance,3.0,Rural
3589,23,Rural Balance,3.0,Rural
3590,23,Rural Balance,3.0,Rural
3591,23,Rural Balance,3.0,Rural
3594,23,Rural Balance,3.0,Rural
3595,22,Bounded Locality,2.0,Rural
3596,23,Rural Balance,3.0,Rural
3597,23,Rural Balance,3.0,Rural
3599,23,Rural Balance,3.0,Rural
3607,23,Rural Balance,3.0,Rural
3608,23,Rural Balance,3.0,Rural
3610,23,Rural Balance,3.0,Rural
3612,23,Rural Balance,3.0,Rural
3614,23,Rural Balance,3.0,Rural
3616,23,Rural Balance,3.0,Rural
3617,23,Rural Balance,3.0,Rural
3618,23,Rural Balance,3.0,Rural
3620,23,Rural Balance,3.0,Rural
3621,23,Rural Balance,3.0,Rural
3622,23,Rural Balance,3.0,Rural
3623,23,Rural Balance,3.0,Rural
3624,23,Rural Balance,3.0,Rural
3629,23,Rural Balance,3.0,Rural
3630,23,Rural Balance,3.0,Rural
3631,23,Rural Balance,3.0,Rural
3633,23,Rural Balance,3.0,Rural
3634,23,Rural Balance,3.0,Rural
3635,23,Rural Balance,3.0,Rural
3636,23,Rural Balance,3.0,Rural
3637,23,Rural Balance,3.0,Rural
3638,23,Rural Balance,3.0,Rural
3639,23,Rural Balance,3.0,Rural
3640,23,Rural Balance,3.0,Rural
3641,23,Rural Balance,3.0,Rural
3644,13,Rural Balance,3.0,Rural
3646,23,Rural Balance,3.0,Rural
3647,23,Rural Balance,3.0,Rural
3649,23,Rural Balance,3.0,Rural
3658,23,Rural Balance,3.0,Rural
3659,23,Rural Balance,3.0,Rural
3660,23,Rural Balance,3.0,Rural
3662,23,Rural Balance,3.0,Rural
3663,23,Rural Balance,3.0,Rural
3664,23,Rural Balance,3.0,Rural
3665,23,Rural Balance,3.0,Rural
3666,23,Rural Balance,3.0,Rural
3669,23,Rural Balance,3.0,Rural
3670,23,Rural Balance,3.0,Rural
3672,23,Rural Balance,3.0,Rural
3673,23,Rural Balance,3.0,Rural
3675,23,Rural Balance,3.0,Rural
3677,21,Other Urban,1.0,Urban
3678,23,Rural Balance,3.0,Rural
3682,23,Rural Balance,3.0,Rural
3683,23,Rural Balance,3.0,Rural
3685,23,Rural Balance,3.0,Rural
3687,23,Rural Balance,3.0,Rural
3688,23,Rural Balance,3.0,Rural
3690,21,Other Urban,1.0,Urban
3691,23,Rural Balance,3.0,Rural
3695,23,Rural Balance,3.0,Rural
3697,23,Rural Balance,3.0,Rural
3698,23,Rural Balance,3.0,Rural
3699,23,Rural Balance,3.0,Rural
3700,23,Rural Balance,3.0,Rural
3701,23,Rural Balance,3.0,Rural
3704,23,Rural Balance,3.0,Rural
3705,23,Rural Balance,3.0,Rural
3707,23,Rural Balance,3.0,Rural
3708,23,Rural Balance,3.0,Rural
3709,23,Rural Balance,3.0,Rural
3711,23,Rural Balance,3.0,Rural
3712,23,Rural Balance,3.0,Rural
3713,23,Rural Balance,3.0,Rural
3714,23,Rural Balance,3.0,Rural
3715,23,Rural Balance,3.0,Rural
3717,23,Rural Balance,3.0,Rural
3718,23,Rural Balance,3.0,Rural
3719,23,Rural Balance,3.0,Rural
3720,23,Rural Balance,3.0,Rural
3722,23,Rural Balance,3.0,Rural
3723,23,Rural Balance,3.0,Rural
3725,23,Rural Balance,3.0,Rural
3726,23,Rural Balance,3.0,Rural
3727,23,Rural Balance,3.0,Rural
3728,23,Rural Balance,3.0,Rural
3730,23,Rural Balance,3.0,Rural
3732,23,Rural Balance,3.0,Rural
3733,23,Rural Balance,3.0,Rural
3735,23,Rural Balance,3.0,Rural
3737,23,Rural Balance,3.0,Rural
3738,23,Rural Balance,3.0,Rural
3739,23,Rural Balance,3.0,Rural
3740,23,Rural Balance,3.0,Rural
3741,23,Rural Balance,3.0,Rural
3744,23,Rural Balance,3.0,Rural
3746,23,Rural Balance,3.0,Rural
3747,23,Rural Balance,3.0,Rural
3749,23,Rural Balance,3.0,Rural
3750,23,Rural Balance,3.0,Rural
3751,23,Rural Balance,3.0,Rural
3752,20,Major Urban,0.0,Urban
3753,21,Other Urban,1.0,Urban
3754,20,Major Urban,0.0,Urban
3755,23,Rural Balance,3.0,Rural
3756,23,Rural Balance,3.0,Rural
3757,23,Rural Balance,3.0,Rural
3758,21,Other Urban,1.0,Urban
3759,23,Rural Balance,3.0,Rural
3760,23,Rural Balance,3.0,Rural
3761,23,Rural Balance,3.0,Rural
3762,23,Rural Balance,3.0,Rural
3763,23,Rural Balance,3.0,Rural
3764,23,Rural Balance,3.0,Rural
3765,20,Major Urban,0.0,Urban
3766,20,Major Urban,0.0,Urban
3767,20,Major Urban,0.0,Urban
3770,23,Rural Balance,3.0,Rural
3775,23,Rural Balance,3.0,Rural
3777,23,Rural Balance,3.0,Rural
3778,23,Rural Balance,3.0,Rural
3779,23,Rural Balance,3.0,Rural
3781,23,Rural Balance,3.0,Rural
3782,20,Major Urban,0.0,Urban
3783,23,Rural Balance,3.0,Rural
3785,20,Major Urban,0.0,Urban
3786,20,Major Urban,0.0,Urban
3787,20,Major Urban,0.0,Urban
3788,23,Rural Balance,3.0,Rural
3789,20,Major Urban,0.0,Urban
3791,20,Major Urban,0.0,Urban
3792,20,Major Urban,0.0,Urban
3793,23,Rural Balance,3.0,Rural
3795,23,Rural Balance,3.0,Rural
3796,20,Major Urban,0.0,Urban
3797,23,Rural Balance,3.0,Rural
3799,23,Rural Balance,3.0,Rural
3802,20,Major Urban,0.0,Urban
3803,20,Major Urban,0.0,Urban
3804,23,Rural Balance,3.0,Rural
3805,20,Major Urban,0.0,Urban
3806,20,Major Urban,0.0,Urban
3807,23,Rural Balance,3.0,Rural
3808,23,Rural Balance,3.0,Rural
3809,20,Major Urban,0.0,Urban
3810,20,Major Urban,0.0,Urban
3812,23,Rural Balance,3.0,Rural
3813,23,Rural Balance,3.0,Rural
3814,23,Rural Balance,3.0,Rural
3815,23,Rural Balance,3.0,Rural
3816,23,Rural Balance,3.0,Rural
3818,23,Rural Balance,3.0,Rural
3820,21,Other Urban,1.0,Urban
3821,23,Rural Balance,3.0,Rural
3822,23,Rural Balance,3.0,Rural
3823,23,Rural Balance,3.0,Rural
3824,23,Rural Balance,3.0,Rural
3825,23,Rural Balance,3.0,Rural
3831,23,Rural Balance,3.0,Rural
3832,23,Rural Balance,3.0,Rural
3833,23,Rural Balance,3.0,Rural
3835,23,Rural Balance,3.0,Rural
3840,23,Rural Balance,3.0,Rural
3842,21,Other Urban,1.0,Urban
3844,23,Rural Balance,3.0,Rural
3847,23,Rural Balance,3.0,Rural
3850,21,Other Urban,1.0,Urban
3851,23,Rural Balance,3.0,Rural
3852,23,Rural Balance,3.0,Rural
3854,23,Rural Balance,3.0,Rural
3856,23,Rural Balance,3.0,Rural
3857,23,Rural Balance,3.0,Rural
3858,23,Rural Balance,3.0,Rural
3859,23,Rural Balance,3.0,Rural
3860,23,Rural Balance,3.0,Rural
3862,23,Rural Balance,3.0,Rural
3864,23,Rural Balance,3.0,Rural
3865,23,Rural Balance,3.0,Rural
3869,23,Rural Balance,3.0,Rural
3870,23,Rural Balance,3.0,Rural
3871,23,Rural Balance,3.0,Rural
3873,23,Rural Balance,3.0,Rural
3874,23,Rural Balance,3.0,Rural
3875,23,Rural Balance,3.0,Rural
3878,23,Rural Balance,3.0,Rural
3880,23,Rural Balance,3.0,Rural
3882,23,Rural Balance,3.0,Rural
3885,23,Rural Balance,3.0,Rural
3886,23,Rural Balance,3.0,Rural
3887,23,Rural Balance,3.0,Rural
3888,23,Rural Balance,3.0,Rural
3889,23,Rural Balance,3.0,Rural
3890,23,Rural Balance,3.0,Rural
3891,23,Rural Balance,3.0,Rural
3892,23,Rural Balance,3.0,Rural
3893,23,Rural Balance,3.0,Rural
3895,23,Rural Balance,3.0,Rural
3896,23,Rural Balance,3.0,Rural
3898,23,Rural Balance,3.0,Rural
3900,23,Rural Balance,3.0,Rural
3902,23,Rural Balance,3.0,Rural
3903,23,Rural Balance,3.0,Rural
3904,23,Rural Balance,3.0,Rural
3909,23,Rural Balance,3.0,Rural
3910,20,Major Urban,0.0,Urban
3911,20,Major Urban,0.0,Urban
3912,23,Rural Balance,3.0,Rural
3913,20,Major Urban,0.0,Urban
3915,23,Rural Balance,3.0,Rural
3916,23,Rural Balance,3.0,Rural
3918,20,Major Urban,0.0,Urban
3919,20,Major Urban,0.0,Urban
3920,20,Major Urban,0.0,Urban
3921,23,Rural Balance,3.0,Rural
3922,23,Rural Balance,3.0,Rural
3923,23,Rural Balance,3.0,Rural
3925,21,Other Urban,1.0,Urban
3926,23,Rural Balance,3.0,Rural
3927,23,Rural Balance,3.0,Rural
3928,23,Rural Balance,3.0,Rural
3929,23,Rural Balance,3.0,Rural
3930,20,Major Urban,0.0,Urban
3931,20,Major Urban,0.0,Urban
3933,23,Rural Balance,3.0,Rural
3934,20,Major Urban,0.0,Urban
3936,23,Rural Balance,3.0,Rural
3937,23,Rural Balance,3.0,Rural
3938,20,Major Urban,0.0,Urban
3939,23,Rural Balance,3.0,Rural
3940,20,Major Urban,0.0,Urban
3941,23,Rural Balance,3.0,Rural
3942,20,Major Urban,0.0,Urban
3943,20,Major Urban,0.0,Urban
3944,20,Major Urban,0.0,Urban
3945,23,Rural Balance,3.0,Rural
3946,23,Rural Balance,3.0,Rural
3950,23,Rural Balance,3.0,Rural
3951,23,Rural Balance,3.0,Rural
3953,23,Rural Balance,3.0,Rural
3954,23,Rural Balance,3.0,Rural
3956,23,Rural Balance,3.0,Rural
3957,23,Rural Balance,3.0,Rural
3958,23,Rural Balance,3.0,Rural
3959,23,Rural Balance,3.0,Rural
3960,21,Other Urban,1.0,Urban
3962,23,Rural Balance,3.0,Rural
3964,23,Rural Balance,3.0,Rural
3965,23,Rural Balance,3.0,Rural
3966,23,Rural Balance,3.0,Rural
3967,23,Rural Balance,3.0,Rural
3971,23,Rural Balance,3.0,Rural
3975,20,Major Urban,0.0,Urban
3976,20,Major Urban,0.0,Urban
3977,20,Major Urban,0.0,Urban
3978,20,Major Urban,0.0,Urban
3979,23,Rural Balance,3.0,Rural
3980,23,Rural Balance,3.0,Rural
3981,23,Rural Balance,3.0,Rural
3984,23,Rural Balance,3.0,Rural
3987,23,Rural Balance,3.0,Rural
3988,23,Rural Balance,3.0,Rural
3990,23,Rural Balance,3.0,Rural
3991,23,Rural Balance,3.0,Rural
3992,23,Rural Balance,3.0,Rural
3995,23,Rural Balance,3.0,Rural
3996,23,Rural Balance,3.0,Rural
4000,30,Major Urban,0.0,Urban
4005,30,Major Urban,0.0,Urban
4006,30,Major Urban,0.0,Urban
4007,30,Major Urban,0.0,Urban
4008,30,Major Urban,0.0,Urban
4009,30,Major Urban,0.0,Urban
4010,30,Major Urban,0.0,Urban
4011,30,Major Urban,0.0,Urban
4012,30,Major Urban,0.0,Urban
4013,30,Major Urban,0.0,Urban
4014,30,Major Urban,0.0,Urban
4017,30,Major Urban,0.0,Urban
4018,30,Major Urban,0.0,Urban
4019,30,Major Urban,0.0,Urban
4020,30,Major Urban,0.0,Urban
4021,30,Major Urban,0.0,Urban
4022,30,Major Urban,0.0,Urban
4025,33,Rural Balance,3.0,Rural
4030,30,Major Urban,0.0,Urban
4031,30,Major Urban,0.0,Urban
4032,30,Major Urban,0.0,Urban
4034,30,Major Urban,0.0,Urban
4035,30,Major Urban,0.0,Urban
4036,30,Major Urban,0.0,Urban
4037,30,Major Urban,0.0,Urban
4051,30,Major Urban,0.0,Urban
4053,30,Major Urban,0.0,Urban
4054,30,Major Urban,0.0,Urban
4055,33,Rural Balance,3.0,Rural
4059,30,Major Urban,0.0,Urban
4060,30,Major Urban,0.0,Urban
4061,30,Major Urban,0.0,Urban
4064,30,Major Urban,0.0,Urban
4065,30,Major Urban,0.0,Urban
4066,33,Rural Balance,3.0,Rural
4067,30,Major Urban,0.0,Urban
4068,30,Major Urban,0.0,Urban
4069,30,Major Urban,0.0,Urban
4070,30,Major Urban,0.0,Urban
4073,30,Major Urban,0.0,Urban
4074,30,Major Urban,0.0,Urban
4075,30,Major Urban,0.0,Urban
4076,30,Major Urban,0.0,Urban
4077,30,Major Urban,0.0,Urban
4078,30,Major Urban,0.0,Urban
4101,30,Major Urban,0.0,Urban
4102,30,Major Urban,0.0,Urban
4103,30,Major Urban,0.0,Urban
4104,30,Major Urban,0.0,Urban
4105,30,Major Urban,0.0,Urban
4106,30,Major Urban,0.0,Urban
4107,30,Major Urban,0.0,Urban
4108,30,Major Urban,0.0,Urban
4109,30,Major Urban,0.0,Urban
4110,30,Major Urban,0.0,Urban
4111,30,Major Urban,0.0,Urban
4112,30,Major Urban,0.0,Urban
4113,30,Major Urban,0.0,Urban
